"GeneID","Symbol","Description"
"26450","Rbbp9","retinoblastoma binding protein 9, serine hydrolase"
"26451","Rpl27a","ribosomal protein L27A"
"26456","Sema4g","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"
"26457","Slc27a1","solute carrier family 27 (fatty acid transporter), member 1"
"26458","Slc27a2","solute carrier family 27 (fatty acid transporter), member 2"
"26459","Slc27a5","solute carrier family 27 (fatty acid transporter), member 5"
"26462","Txnrd2","thioredoxin reductase 2"
"26463","Ube2l3-ps1","ubiquitin-conjugating enzyme E2L 3, pseudogene 1"
"26464","Vnn3","vanin 3"
"26465","Zfp146","zinc finger protein 146"
"26466","Zfp260","zinc finger protein 260"
"264895","Acsf2","acyl-CoA synthetase family member 2"
"26549","Itgb1bp2","integrin beta 1 binding protein 2"
"26554","Cul3","cullin 3"
"26556","Homer1","homer scaffolding protein 1"
"26557","Homer2","homer scaffolding protein 2"
"26558","Homer3","homer scaffolding protein 3"
"26559","Hunk","hormonally upregulated Neu-associated kinase"
"26560","Krtap15-1","keratin associated protein 15-1"
"26561","Mmp23","matrix metallopeptidase 23"
"26562","Ncdn","neurochondrin"
"26563","Ror1","receptor tyrosine kinase-like orphan receptor 1"
"26564","Ror2","receptor tyrosine kinase-like orphan receptor 2"
"26565","Pla2g10","phospholipase A2, group X"
"26568","Slc27a3","solute carrier family 27 (fatty acid transporter), member 3"
"26569","Slc27a4","solute carrier family 27 (fatty acid transporter), member 4"
"26570","Slc7a11","solute carrier family 7 (cationic amino acid transporter, y+ system), member 11"
"26572","Cops3","COP9 signalosome subunit 3"
"26611","Rcn2","reticulocalbin 2"
"266459","Eif1ad15","eukaryotic translation initiation factor 1A domain containing 15"
"266614","Ly6g5b","lymphocyte antigen 6 family member G5B"
"266615","Svet1","subventricular expressed transcript 1"
"266620","Defb36","defensin beta 36"
"266632","Irak4","interleukin-1 receptor-associated kinase 4"
"266645","Acmsd","amino carboxymuconate semialdehyde decarboxylase"
"266690","Cyb5r4","cytochrome b5 reductase 4"
"266692","Cpne1","copine I"
"266744","Lgsn","lengsin, lens protein with glutamine synthetase domain"
"266781","Snx17","sorting nexin 17"
"266793","Snord87","small nucleolar RNA, C/D box 87"
"266815","Mill1","MHC I like leukocyte 1"
"267019","Rps15a","ribosomal protein S15A"
"26754","Cops5","COP9 signalosome subunit 5"
"26757","Dpysl4","dihydropyrimidinase-like 4"
"268281","Shprh","SNF2 histone linker PHD RING helicase"
"268288","Samd3","sterile alpha motif domain containing 3"
"268291","Rnf217","ring finger protein 217"
"268294","Zbtb24","zinc finger and BTB domain containing 24"
"268297","Scml4","Scm polycomb group protein like 4"
"268300","Gm5040","ribosomal protein L7A pseudogene"
"268301","Sowahc","sosondowah ankyrin repeat domain family member C"
"268319","BC025920","zinc finger protein pseudogene"
"268345","Kcnc2","potassium voltage gated channel, Shaw-related subfamily, member 2"
"268354","Tafa2","TAFA chemokine like family member 2"
"268373","Ppia","peptidylprolyl isomerase A"
"268379","Abca13","ATP-binding cassette, sub-family A member 13"
"268390","Ahsa2","AHA1, activator of heat shock protein ATPase 2"
"268391","A830031A19Rik","RIKEN cDNA A830031A19 gene"
"268395","Mpg","N-methylpurine-DNA glycosylase"
"268396","Sh3pxd2b","SH3 and PX domains 2B"
"268417","Zkscan17","zinc finger with KRAB and SCAN domains 17"
"268420","Alkbh5","alkB homolog 5, RNA demethylase"
"268445","Ankrd13b","ankyrin repeat domain 13b"
"268448","Phf12","PHD finger protein 12"
"268449","Rpl23a","ribosomal protein L23A"
"268451","Rab11fip4","RAB11 family interacting protein 4 (class II)"
"268465","Eme1","essential meiotic structure-specific endonuclease 1"
"268469","Zfp652","zinc finger protein 652"
"268470","Ube2z","ubiquitin-conjugating enzyme E2Z"
"268480","Rapgefl1","Rap guanine nucleotide exchange factor (GEF)-like 1"
"268481","Krt222","keratin 222"
"268482","Krt12","keratin 12"
"268490","Lsm12","LSM12 homolog"
"268491","Meioc","meiosis specific with coiled-coil domain"
"268498","E030025P04Rik","RIKEN cDNA E030025P04 gene"
"268510","Mgat5b","mannoside acetylglucosaminyltransferase 5, isoenzyme B"
"268512","Slc26a11","solute carrier family 26, member 11"
"268515","Bahcc1","BAH domain and coiled-coil containing 1"
"268527","Greb1","gene regulated by estrogen in breast cancer protein"
"268534","Sntg2","syntrophin, gamma 2"
"268564","Zbtb1","zinc finger and BTB domain containing 1"
"268566","Gphn","gephyrin"
"268567","Tmem229b","transmembrane protein 229B"
"268591","Serpina5","serine (or cysteine) peptidase inhibitor, clade A, member 5"
"268595","D430019H16Rik","RIKEN cDNA D430019H16 gene"
"268650","Rps17-ps1","ribosomal protein S17, pseudogene 1"
"268656","Sptlc1","serine palmitoyltransferase, long chain base subunit 1"
"268663","Cdhr2","cadherin-related family member 2"
"268670","Zfp759","zinc finger protein 759"
"268676","Gm5042","predicted gene 5042"
"268686","S100z","S100 calcium binding protein, zeta"
"268697","Ccnb1","cyclin B1"
"268706","Slc38a9","solute carrier family 38, member 9"
"268709","Fam107a","family with sequence similarity 107, member A"
"268721","Zswim8","zinc finger SWIM-type containing 8"
"268729","Frmpd2","FERM and PDZ domain containing 2"
"268739","Arhgef40","Rho guanine nucleotide exchange factor 40"
"26874","Abcd2","ATP-binding cassette, sub-family D member 2"
"268741","Tox4","TOX high mobility group box family member 4"
"268747","Carmil3","capping protein regulator and myosin 1 linker 3"
"268749","Rnf31","ring finger protein 31"
"26875","Pclo","piccolo (presynaptic cytomatrix protein)"
"268752","Wdfy2","WD repeat and FYVE domain containing 2"
"268755","Mir124a-1hg","Mir124-1 host gene (non-protein coding)"
"268756","Gulo","gulonolactone (L-) oxidase"
"268759","9930012K11Rik","RIKEN cDNA 9930012K11 gene"
"26876","Adh4","alcohol dehydrogenase 4 (class II), pi polypeptide"
"26877","B3galt1","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1"
"26878","B3galt2","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2"
"268780","Egflam","EGF-like, fibronectin type III and laminin G domains"
"268781","Gm5043","myotubularin related protein 3 pseudogene"
"268782","Agxt2","alanine-glyoxylate aminotransferase 2"
"268783","Mtmr12","myotubularin related protein 12"
"26879","B3galnt1","UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1"
"268795","Rpl7a-ps3","ribosomal protein L7A, pseudogene 3"
"268807","Klhl38","kelch-like 38"
"268809","Rpl7-ps8","ribosomal protein L7, pseudogene 8"
"268812","Gm5046","PQ loop repeat containing pseudogene"
"268816","Mroh5","maestro heat-like repeat family member 5"
"268822","Adck5","aarF domain containing kinase 5"
"26885","Casp8ap2","caspase 8 associated protein 2"
"268857","Nlrc3","NLR family, CARD domain containing 3"
"268859","Rbfox1","RNA binding protein, fox-1 homolog (C. elegans) 1"
"26886","Cenph","centromere protein H"
"268860","Abat","4-aminobutyrate aminotransferase"
"26887","Chst4","carbohydrate sulfotransferase 4"
"268878","Atp13a5","ATPase type 13A5"
"26888","Clec4a2","C-type lectin domain family 4, member a2"
"268880","Xxylt1","xyloside xylosyltransferase 1"
"268882","Fbxo45","F-box protein 45"
"268885","Stfa2l1","stefin A2 like 1"
"26889","Cln8","CLN8 transmembrane ER and ERGIC protein"
"268890","Lsamp","limbic system-associated membrane protein"
"268902","Robo2","roundabout guidance receptor 2"
"268903","Nrip1","nuclear receptor interacting protein 1"
"268905","Krtap13-1","keratin associated protein 13-1"
"26891","Cops4","COP9 signalosome subunit 4"
"26893","Cops6","COP9 signalosome subunit 6"
"268930","Pkmyt1","protein kinase, membrane associated tyrosine/threonine 1"
"268932","Caskin1","CASK interacting protein 1"
"268933","Wdr24","WD repeat domain 24"
"268934","Grm4","glutamate receptor, metabotropic 4"
"268935","Scube3","signal peptide, CUB domain, EGF-like 3"
"268936","Brpf3","bromodomain and PHD finger containing, 3"
"26894","Cops7a","COP9 signalosome subunit 7A"
"268949","Mucl3","mucin like 3"
"26895","Cops7b","COP9 signalosome subunit 7B"
"268958","Capn11","calpain 11"
"26896","Med14","mediator complex subunit 14"
"26897","Acot1","acyl-CoA thioesterase 1"
"268970","Arhgap28","Rho GTPase activating protein 28"
"268973","Nlrc4","NLR family, CARD domain containing 4"
"268977","Ltbp1","latent transforming growth factor beta binding protein 1"
"26898","Ctsj","cathepsin J"
"268980","Strn","striatin, calmodulin binding protein"
"268988","Gm5047","predicted gene 5047"
"268996","Ss18","SS18, subunit of BAF chromatin remodeling complex"
"26900","Ddx3y","DEAD box helicase 3, Y-linked"
"269003","Sap130","Sin3A associated protein"
"26901","Ss18l2","SS18, nBAF chromatin remodeling complex subunit like 2"
"269016","Sh3rf2","SH3 domain containing ring finger 2"
"269019","Stk32a","serine/threonine kinase 32A"
"269023","Zfp608","zinc finger protein 608"
"26903","Dysf","dysferlin"
"269033","4930503L19Rik","RIKEN cDNA 4930503L19 gene"
"269037","Ctif","CBP80/20-dependent translation initiation factor"
"26904","Sh2d1b1","SH2 domain containing 1B1"
"26905","Eif2s3x","eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked"
"269053","Gpr152","G protein-coupled receptor 152"
"26906","Eif2s3x-ps1","eukaryotic translation initiation factor 2, subunit 3, pseudogene 1"
"269060","Dagla","diacylglycerol lipase, alpha"
"269061","Cpsf7","cleavage and polyadenylation specific factor 7"
"269063","Ms4a5","membrane-spanning 4-domains, subfamily A, member 5"
"26908","Eif2s3y","eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked"
"26909","Exo1","exonuclease 1"
"269094","D730002M21Rik","RIKEN cDNA D730002M21 gene"
"26910","Figla","folliculogenesis specific basic helix-loop-helix"
"269109","Dpp10","dipeptidylpeptidase 10"
"269113","Nup54","nucleoporin 54"
"269116","Nfasc","neurofascin"
"26912","Gcat","glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)"
"269120","Optc","opticin"
"26913","Gprin1","G protein-regulated inducer of neurite outgrowth 1"
"269132","Colgalt2","collagen beta(1-O)galactosyltransferase 2"
"269134","Gm5049","glutamic pyruvic transaminase, soluble pseudogene"
"26914","Macroh2a1","macroH2A.1 histone"
"269152","Kif26b","kinesin family member 26B"
"26918","Ern2","endoplasmic reticulum to nucleus signalling 2"
"269180","Inpp4a","inositol polyphosphate-4-phosphatase, type I"
"269181","Mgat4a","mannoside acetylglucosaminyltransferase 4, isoenzyme A"
"26919","Zfp346","zinc finger protein 346"
"269198","Nbeal1","neurobeachin like 1"
"26920","Cntrl","centriolin"
"269209","Stk36","serine/threonine kinase 36"
"26921","Map4k4","mitogen-activated protein kinase kinase kinase kinase 4"
"269211","BC035947","cDNA sequence BC035947"
"26922","Mecr","mitochondrial trans-2-enoyl-CoA reductase"
"269224","Pask","PAS domain containing serine/threonine kinase"
"269233","Fam171a1","family with sequence similarity 171, member A1"
"269252","Gtf3c4","general transcription factor IIIC, polypeptide 4"
"269254","Setx","senataxin"
"26926","Aifm1","apoptosis-inducing factor, mitochondrion-associated 1"
"269261","Rpl12","ribosomal protein L12"
"26927","Foxl2","forkhead box L2"
"269275","Acvr1c","activin A receptor, type IC"
"269292","Gm13676","calcyclin binding protein pseudogene"
"269295","Rtn4rl2","reticulon 4 receptor-like 2"
"26930","Ppnr","per-pentamer repeat gene"
"26931","Ppp2r5c","protein phosphatase 2, regulatory subunit B', gamma"
"26932","Ppp2r5e","protein phosphatase 2, regulatory subunit B', epsilon"
"269328","Muc15","mucin 15"
"269336","Ccdc32","coiled-coil domain containing 32"
"269338","Vps39","VPS39 HOPS complex subunit"
"26934","Racgap1","Rac GTPase-activating protein 1"
"269344","Ell3","elongation factor RNA polymerase II-like 3"
"269346","Slc28a2","solute carrier family 28 (sodium-coupled nucleoside transporter), member 2"
"269356","Slc4a11","solute carrier family 4, sodium bicarbonate transporter-like, member 11"
"26936","Mprip","myosin phosphatase Rho interacting protein"
"269365","Rps19-ps7","ribosomal protein S19, pseudogene 7"
"269378","Ahcy","S-adenosylhomocysteine hydrolase"
"26938","St6galnac5","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"
"269389","Tox2","TOX high mobility group box family member 2"
"26939","Polr3e","polymerase (RNA) III (DNA directed) polypeptide E"
"269397","Ss18l1","SS18, nBAF chromatin remodeling complex subunit like 1"
"26940","Ecsit","ECSIT signalling integrator"
"269400","Rtel1","regulator of telomere elongation helicase 1"
"269401","Zfp512b","zinc finger protein 512B"
"26941","Nherf1","NHERF family PDZ scaffold protein 1"
"26942","Spag1","sperm associated antigen 1"
"269423","Abhd18","abhydrolase domain containing 18"
"269424","Jade1","jade family PHD finger 1"
"26943","Serinc3","serine incorporator 3"
"269437","Plch1","phospholipase C, eta 1"
"26944","Tinag","tubulointerstitial nephritis antigen"
"26945","Tpsg1","tryptase gamma 1"
"26946","Trpc7","transient receptor potential cation channel, subfamily C, member 7"
"269470","Wdr3","WD repeat domain 3"
"269473","Lrig2","leucine-rich repeats and immunoglobulin-like domains 2"
"26949","Vat1","vesicle amine transport 1"
"26950","Vsnl1","visinin-like 1"
"26951","Zw10","zw10 kinetochore protein"
"269513","Nkain3","Na+/K+ transporting ATPase interacting 3"
"269514","Fbxl4","F-box and leucine-rich repeat protein 4"
"269523","Vcp","valosin containing protein"
"269529","Fbxo10","F-box protein 10"
"269536","Tex10","testis expressed gene 10"
"269553","Mrpl48-ps","mitochondrial ribosomal protein L48 pseudogene"
"269569","Gm12728","peptidyl-prolyl cis-trans isomerase A pseudogene 4_954.1"
"269582","Clspn","claspin"
"269585","Zscan20","zinc finger and SCAN domains 20"
"269587","Epb41","erythrocyte membrane protein band 4.1"
"269589","Sytl1","synaptotagmin-like 1"
"269593","Luzp1","leucine zipper protein 1"
"269604","Gpr157","G protein-coupled receptor 157"
"269608","Plekhg5","pleckstrin homology domain containing, family G (with RhoGef domain) member 5"
"26961","Rpl8","ribosomal protein L8"
"269610","Chd5","chromodomain helicase DNA binding protein 5"
"269614","Pank4","pantothenate kinase 4"
"269615","Plch2","phospholipase C, eta 2"
"269623","Rbm48","RNA binding motif protein 48"
"269629","Lhfpl3","lipoma HMGIC fusion partner-like 3"
"269630","5031425E22Rik","RIKEN cDNA 5031425E22 gene"
